alpha_1,alpha_2,lambda_1,lambda_2,dataset,noise_model,noise_level,coverage,width,score
1e-06,1e-07,1e-07,1e-05,Line,homoskedastic,0.02,1.0,3.1412945670563794,1.5706472835281897
1e-06,1e-07,1e-07,1e-05,Line,homoskedastic,0.05,1.0,3.12966245179878,1.56483122589939
1e-06,1e-07,1e-07,1e-05,Line,homoskedastic,0.1,1.0,3.1059559184988936,1.5529779592494468
1e-06,1e-07,1e-07,1e-05,Line,heteroskedastic,0.01,1.0,3.139512650565739,1.5697563252828695
1e-06,1e-07,1e-07,1e-05,Line,heteroskedastic,0.02,1.0,3.1554716072901488,1.5777358036450744
1e-06,1e-07,1e-07,1e-05,Line,heteroskedastic,0.05,1.0,3.1160719811892625,1.5580359905946313
1e-06,1e-07,1e-07,1e-05,Line,heteroskedastic,0.1,1.0,3.065140304070085,1.5325701520350425
1e-06,1e-07,1e-07,1e-05,Polynomial,homoskedastic,0.01,1.0,3.660746510322292,1.830373255161146
1e-06,1e-07,1e-07,1e-05,Polynomial,homoskedastic,0.02,1.0,3.460152363711355,1.7300761818556776
1e-06,1e-07,1e-07,1e-05,Polynomial,homoskedastic,0.05,1.0,3.3241701052834487,1.6620850526417243
1e-06,1e-07,1e-07,1e-05,Polynomial,homoskedastic,0.1,1.0,2.508413701920831,1.2542068509604154
1e-06,1e-07,1e-07,1e-05,Polynomial,heteroskedastic,0.01,1.0,3.547576917652661,1.7737884588263304
1e-06,1e-07,1e-07,1e-05,Polynomial,heteroskedastic,0.02,1.0,3.4382418610668055,1.7191209305334028
1e-06,1e-07,1e-07,1e-05,Polynomial,heteroskedastic,0.05,1.0,1.8079173474293144,0.9039586737146572
1e-06,1e-07,1e-07,1e-05,Polynomial,heteroskedastic,0.1,1.0,2.083700421491618,1.041850210745809
1e-06,1e-07,1e-07,1e-05,LennardJones,homoskedastic,0.01,1.0,2.0337731018103993,1.0168865509051996
1e-06,1e-07,1e-07,1e-05,LennardJones,homoskedastic,0.02,1.0,2.0512979699019827,1.0256489849509913
1e-06,1e-07,1e-07,1e-05,LennardJones,homoskedastic,0.05,1.0,2.0171170767071067,1.0085585383535534
1e-06,1e-07,1e-07,1e-05,LennardJones,homoskedastic,0.1,1.0,2.094581456342704,1.047290728171352
1e-06,1e-07,1e-07,1e-05,LennardJones,heteroskedastic,0.01,1.0,2.038455065086562,1.019227532543281
1e-06,1e-07,1e-07,1e-05,LennardJones,heteroskedastic,0.02,1.0,1.9635949522162233,0.9817974761081116
1e-06,1e-07,1e-07,1e-05,LennardJones,heteroskedastic,0.05,1.0,2.0292773421784633,1.0146386710892317
1e-06,1e-07,1e-07,1e-05,LennardJones,heteroskedastic,0.1,1.0,2.132831961763528,1.066415980881764
1e-06,1e-07,1e-07,1e-05,Shomate,homoskedastic,0.01,1.0,1.6015577766912383,0.8007788883456192
1e-06,1e-07,1e-07,1e-05,Shomate,homoskedastic,0.02,1.0,2.0611626132847816,1.0305813066423908
1e-06,1e-07,1e-07,1e-05,Shomate,homoskedastic,0.05,1.0,1.764204563804224,0.882102281902112
1e-06,1e-07,1e-07,1e-05,Shomate,homoskedastic,0.1,1.0,2.159620710035328,1.079810355017664
1e-06,1e-07,1e-07,1e-05,Shomate,heteroskedastic,0.01,1.0,1.2938849187042551,0.6469424593521276
1e-06,1e-07,1e-07,1e-05,Shomate,heteroskedastic,0.02,1.0,0.8818645686755117,0.44093228433775583
1e-06,1e-07,1e-07,1e-05,Shomate,heteroskedastic,0.05,1.0,0.8865472156427614,0.4432736078213807
1e-06,1e-07,1e-07,1e-05,Shomate,heteroskedastic,0.1,1.0,1.194571464983811,0.5972857324919055
1e-06,1e-07,1e-06,1e-07,Line,homoskedastic,0.01,1.0,3.1258798556436673,1.5629399278218337
1e-06,1e-07,1e-06,1e-07,Line,homoskedastic,0.02,1.0,3.1412433126069352,1.5706216563034676
1e-06,1e-07,1e-06,1e-07,Line,homoskedastic,0.05,1.0,3.1296110223182643,1.5648055111591321
1e-06,1e-07,1e-06,1e-07,Line,homoskedastic,0.1,1.0,3.105904123927709,1.5529520619638546
1e-06,1e-07,1e-06,1e-07,Line,heteroskedastic,0.01,1.0,3.1394613698203466,1.5697306849101733
1e-06,1e-07,1e-06,1e-07,Line,heteroskedastic,0.02,1.0,3.1554205527747072,1.5777102763873536
1e-06,1e-07,1e-06,1e-07,Line,heteroskedastic,0.05,1.0,3.116020328094506,1.558010164047253
1e-06,1e-07,1e-06,1e-07,Line,heteroskedastic,0.1,1.0,3.0650877871948485,1.5325438935974243
1e-06,1e-07,1e-06,1e-07,Polynomial,homoskedastic,0.01,1.0,3.660731458251776,1.830365729125888
1e-06,1e-07,1e-06,1e-07,Polynomial,homoskedastic,0.02,1.0,3.4601362530223283,1.7300681265111642
1e-06,1e-07,1e-06,1e-07,Polynomial,homoskedastic,0.05,1.0,3.324150057864858,1.662075028932429
1e-06,1e-07,1e-06,1e-07,Polynomial,homoskedastic,0.1,1.0,2.5083585874301213,1.2541792937150607
1e-06,1e-07,1e-06,1e-07,Polynomial,heteroskedastic,0.01,1.0,3.5475611740302657,1.7737805870151329
1e-06,1e-07,1e-06,1e-07,Polynomial,heteroskedastic,0.02,1.0,3.4382245077696156,1.7191122538848078
1e-06,1e-07,1e-06,1e-07,Polynomial,heteroskedastic,0.05,1.0,1.8078790647983198,0.9039395323991599
1e-06,1e-07,1e-06,1e-07,Polynomial,heteroskedastic,0.1,1.0,2.0835634531617635,1.0417817265808818
1e-06,1e-07,1e-06,1e-07,LennardJones,homoskedastic,0.01,1.0,2.0337347819450673,1.0168673909725336
1e-06,1e-07,1e-06,1e-07,LennardJones,homoskedastic,0.02,1.0,2.051259943531882,1.025629971765941
1e-06,1e-07,1e-06,1e-07,LennardJones,homoskedastic,0.05,1.0,2.017078335688371,1.0085391678441855
1e-06,1e-07,1e-06,1e-07,LennardJones,homoskedastic,0.1,1.0,2.094543542627351,1.0472717713136754
1e-06,1e-07,1e-06,1e-07,LennardJones,heteroskedastic,0.01,1.0,2.038416795093685,1.0192083975468424
1e-06,1e-07,1e-06,1e-07,LennardJones,heteroskedastic,0.02,1.0,1.9635551375275313,0.9817775687637657
1e-06,1e-07,1e-06,1e-07,LennardJones,heteroskedastic,0.05,1.0,2.0292377010208993,1.0146188505104496
1e-06,1e-07,1e-06,1e-07,LennardJones,heteroskedastic,0.1,1.0,2.132788490497325,1.0663942452486626
1e-06,1e-07,1e-06,1e-07,Shomate,homoskedastic,0.01,1.0,1.6015220518234974,0.8007610259117487
1e-06,1e-07,1e-06,1e-07,Shomate,homoskedastic,0.02,1.0,2.061134805747704,1.030567402873852
1e-06,1e-07,1e-06,1e-07,Shomate,homoskedastic,0.05,1.0,1.7641482363678807,0.8820741181839403
1e-06,1e-07,1e-06,1e-07,Shomate,homoskedastic,0.1,1.0,2.1595540838927296,1.0797770419463648
1e-06,1e-07,1e-06,1e-07,Shomate,heteroskedastic,0.01,1.0,1.2938337173598853,0.6469168586799426
1e-06,1e-07,1e-06,1e-07,Shomate,heteroskedastic,0.02,1.0,0.8817836371062683,0.44089181855313414
1e-06,1e-07,1e-06,1e-07,Shomate,heteroskedastic,0.05,1.0,0.8864233697603601,0.44321168488018003
1e-06,1e-07,1e-06,1e-07,Shomate,heteroskedastic,0.1,1.0,1.1944769935605533,0.5972384967802766
1e-06,1e-07,1e-06,1e-06,Line,homoskedastic,0.01,1.0,3.125884279767597,1.5629421398837986
1e-06,1e-07,1e-06,1e-06,Line,homoskedastic,0.02,1.0,3.141247715121877,1.5706238575609386
1e-06,1e-07,1e-06,1e-06,Line,homoskedastic,0.05,1.0,3.1296154417238546,1.5648077208619273
1e-06,1e-07,1e-06,1e-06,Line,homoskedastic,0.1,1.0,3.1059085785231066,1.5529542892615533
1e-06,1e-07,1e-06,1e-06,Line,heteroskedastic,0.01,1.0,3.1394657748726784,1.5697328874363392
1e-06,1e-07,1e-06,1e-06,Line,heteroskedastic,0.02,1.0,3.15542493597814,1.57771246798907
1e-06,1e-07,1e-06,1e-06,Line,heteroskedastic,0.05,1.0,3.1160247690522196,1.5580123845261098
1e-06,1e-07,1e-06,1e-06,Line,heteroskedastic,0.1,1.0,3.0650923113224033,1.5325461556612017
1e-06,1e-07,1e-06,1e-06,Polynomial,homoskedastic,0.01,1.0,3.660732726105377,1.8303663630526885
1e-06,1e-07,1e-06,1e-06,Polynomial,homoskedastic,0.02,1.0,3.4601376207690104,1.7300688103845052
1e-06,1e-07,1e-06,1e-06,Polynomial,homoskedastic,0.05,1.0,3.3241517686026008,1.6620758843013004
1e-06,1e-07,1e-06,1e-06,Polynomial,homoskedastic,0.1,1.0,2.508363419196022,1.254181709598011
1e-06,1e-07,1e-06,1e-06,Polynomial,heteroskedastic,0.01,1.0,3.5475625060934823,1.7737812530467412
1e-06,1e-07,1e-06,1e-06,Polynomial,heteroskedastic,0.02,1.0,3.438225982287777,1.7191129911438885
1e-06,1e-07,1e-06,1e-06,Polynomial,heteroskedastic,0.05,1.0,1.807882479249475,0.9039412396247375
1e-06,1e-07,1e-06,1e-06,Polynomial,heteroskedastic,0.1,1.0,2.083575597620674,1.041787798810337
1e-06,1e-07,1e-06,1e-06,LennardJones,homoskedastic,0.01,1.0,2.033738182387173,1.0168690911935865
1e-06,1e-07,1e-06,1e-06,LennardJones,homoskedastic,0.02,1.0,2.051263316538396,1.025631658269198
1e-06,1e-07,1e-06,1e-06,LennardJones,homoskedastic,0.05,1.0,2.017081774866333,1.0085408874331665
1e-06,1e-07,1e-06,1e-06,LennardJones,homoskedastic,0.1,1.0,2.094546902302389,1.0472734511511945
1e-06,1e-07,1e-06,1e-06,LennardJones,heteroskedastic,0.01,1.0,2.038420190742525,1.0192100953712624
1e-06,1e-07,1e-06,1e-06,LennardJones,heteroskedastic,0.02,1.0,1.9635586763915351,0.9817793381957676
1e-06,1e-07,1e-06,1e-06,LennardJones,heteroskedastic,0.05,1.0,2.029241219342962,1.014620609671481
1e-06,1e-07,1e-06,1e-06,LennardJones,heteroskedastic,0.1,1.0,2.1327923403376388,1.0663961701688194
1e-06,1e-07,1e-06,1e-06,Shomate,homoskedastic,0.01,1.0,1.6015252528400756,0.8007626264200378
1e-06,1e-07,1e-06,1e-06,Shomate,homoskedastic,0.02,1.0,2.061137274185806,1.030568637092903
1e-06,1e-07,1e-06,1e-06,Shomate,homoskedastic,0.05,1.0,1.7641532735756986,0.8820766367878493
1e-06,1e-07,1e-06,1e-06,Shomate,homoskedastic,0.1,1.0,2.159559998989524,1.079779999494762
1e-06,1e-07,1e-06,1e-06,Shomate,heteroskedastic,0.01,1.0,1.2938383296319123,0.6469191648159561
1e-06,1e-07,1e-06,1e-06,Shomate,heteroskedastic,0.02,1.0,0.8817909665648421,0.44089548328242106
1e-06,1e-07,1e-06,1e-06,Shomate,heteroskedastic,0.05,1.0,0.8864345957936755,0.4432172978968377
1e-06,1e-07,1e-06,1e-06,Shomate,heteroskedastic,0.1,1.0,1.194485536315306,0.597242768157653
1e-06,1e-07,1e-06,1e-05,Line,homoskedastic,0.01,1.0,3.1259285206625154,1.5629642603312577
1e-06,1e-07,1e-06,1e-05,Line,homoskedastic,0.02,1.0,3.141291739931928,1.570645869965964
1e-06,1e-07,1e-06,1e-05,Line,homoskedastic,0.05,1.0,3.1296596354363366,1.5648298177181683
1e-06,1e-07,1e-06,1e-05,Line,homoskedastic,0.1,1.0,3.105953124125046,1.552976562062523
1e-06,1e-07,1e-06,1e-05,Line,heteroskedastic,0.01,1.0,3.1395098250560287,1.5697549125280144
1e-06,1e-07,1e-06,1e-05,Line,heteroskedastic,0.02,1.0,3.155468767677438,1.577734383838719
1e-06,1e-07,1e-06,1e-05,Line,heteroskedastic,0.05,1.0,3.116069178280347,1.5580345891401735
1e-06,1e-07,1e-06,1e-05,Line,heteroskedastic,0.1,1.0,3.0651375522266764,1.5325687761133382
1e-06,1e-07,1e-06,1e-05,Polynomial,homoskedastic,0.01,1.0,3.6607454046153265,1.8303727023076632
1e-06,1e-07,1e-06,1e-05,Polynomial,homoskedastic,0.02,1.0,3.4601512982066676,1.7300756491033338
1e-06,1e-07,1e-06,1e-05,Polynomial,homoskedastic,0.05,1.0,3.3241688758970422,1.6620844379485211
1e-06,1e-07,1e-06,1e-05,Polynomial,homoskedastic,0.1,1.0,2.5084117351828072,1.2542058675914036
1e-06,1e-07,1e-06,1e-05,Polynomial,heteroskedastic,0.01,1.0,3.5475758266972517,1.7737879133486258
1e-06,1e-07,1e-06,1e-05,Polynomial,heteroskedastic,0.02,1.0,3.4382407274242306,1.7191203637121153
1e-06,1e-07,1e-06,1e-05,Polynomial,heteroskedastic,0.05,1.0,1.8079166232256862,0.9039583116128431
1e-06,1e-07,1e-06,1e-05,Polynomial,heteroskedastic,0.1,1.0,2.0836970462840463,1.0418485231420231
1e-06,1e-07,1e-06,1e-05,LennardJones,homoskedastic,0.01,1.0,2.0337721864952694,1.0168860932476347
1e-06,1e-07,1e-06,1e-05,LennardJones,homoskedastic,0.02,1.0,2.051297046297744,1.025648523148872
1e-06,1e-07,1e-06,1e-05,LennardJones,homoskedastic,0.05,1.0,2.017116166319256,1.008558083159628
1e-06,1e-07,1e-06,1e-05,LennardJones,homoskedastic,0.1,1.0,2.094580498735652,1.047290249367826
1e-06,1e-07,1e-06,1e-05,LennardJones,heteroskedastic,0.01,1.0,2.0384541469185082,1.0192270734592541
1e-06,1e-07,1e-06,1e-05,LennardJones,heteroskedastic,0.02,1.0,1.9635940646738992,0.9817970323369496
1e-06,1e-07,1e-06,1e-05,LennardJones,heteroskedastic,0.05,1.0,2.0292764021855136,1.0146382010927568
1e-06,1e-07,1e-06,1e-05,LennardJones,heteroskedastic,0.1,1.0,2.1328308381103254,1.0664154190551627
1e-06,1e-07,1e-06,1e-05,Shomate,homoskedastic,0.01,1.0,1.601557262622257,0.8007786313111285
1e-06,1e-07,1e-06,1e-05,Shomate,homoskedastic,0.02,1.0,2.061161958346788,1.030580979173394
1e-06,1e-07,1e-06,1e-05,Shomate,homoskedastic,0.05,1.0,1.7642036429756685,0.8821018214878342
1e-06,1e-07,1e-06,1e-05,Shomate,homoskedastic,0.1,1.0,2.1596191439653256,1.0798095719826628
1e-06,1e-07,1e-06,1e-05,Shomate,heteroskedastic,0.01,1.0,1.2938844506622722,0.6469422253311361
1e-06,1e-07,1e-06,1e-05,Shomate,heteroskedastic,0.02,1.0,0.8818642562320579,0.44093212811602894
1e-06,1e-07,1e-06,1e-05,Shomate,heteroskedastic,0.05,1.0,0.8865468438144075,0.44327342190720376
1e-06,1e-07,1e-06,1e-05,Shomate,heteroskedastic,0.1,1.0,1.1945709577395947,0.5972854788697973
1e-06,1e-07,1e-05,1e-07,Line,homoskedastic,0.01,1.0,3.1258517233201495,1.5629258616600747
1e-06,1e-07,1e-05,1e-07,Line,homoskedastic,0.02,1.0,3.1412150422180796,1.5706075211090398
1e-06,1e-07,1e-05,1e-07,Line,homoskedastic,0.05,1.0,3.129582859549518,1.564791429774759
1e-06,1e-07,1e-05,1e-07,Line,homoskedastic,0.1,1.0,3.10587618104498,1.55293809052249
1e-06,1e-07,1e-05,1e-07,Line,heteroskedastic,0.01,1.0,3.1394331155789055,1.5697165577894527
1e-06,1e-07,1e-05,1e-07,Line,heteroskedastic,0.02,1.0,3.1553921575031674,1.5776960787515837
1e-06,1e-07,1e-05,1e-07,Line,heteroskedastic,0.05,1.0,3.1159922998609684,1.5579961499304842
1e-06,1e-07,1e-05,1e-07,Line,heteroskedastic,0.1,1.0,3.0650602696162745,1.5325301348081373
1e-06,1e-07,1e-05,1e-07,Polynomial,homoskedastic,0.01,1.0,3.660720401271584,1.830360200635792
1e-06,1e-07,1e-05,1e-07,Polynomial,homoskedastic,0.02,1.0,3.460125598065085,1.7300627990325426
1e-06,1e-07,1e-05,1e-07,Polynomial,homoskedastic,0.05,1.0,3.324137764069711,1.6620688820348555
1e-06,1e-07,1e-05,1e-07,Polynomial,homoskedastic,0.1,1.0,2.5083389196159014,1.2541694598079507
1e-06,1e-07,1e-05,1e-07,Polynomial,heteroskedastic,0.01,1.0,3.547550264577365,1.7737751322886826
1e-06,1e-07,1e-05,1e-07,Polynomial,heteroskedastic,0.02,1.0,3.438213171436204,1.719106585718102
1e-06,1e-07,1e-05,1e-07,Polynomial,heteroskedastic,0.05,1.0,1.8078718228739303,0.9039359114369652
1e-06,1e-07,1e-05,1e-07,Polynomial,heteroskedastic,0.1,1.0,2.0835297089592832,1.0417648544796416
1e-06,1e-07,1e-05,1e-07,LennardJones,homoskedastic,0.01,1.0,2.033725629029984,1.016862814514992
1e-06,1e-07,1e-05,1e-07,LennardJones,homoskedastic,0.02,1.0,2.051250707724731,1.0256253538623654
1e-06,1e-07,1e-05,1e-07,LennardJones,homoskedastic,0.05,1.0,2.0170692320460653,1.0085346160230326
1e-06,1e-07,1e-05,1e-07,LennardJones,homoskedastic,0.1,1.0,2.0945339667852383,1.0472669833926191
1e-06,1e-07,1e-05,1e-07,LennardJones,heteroskedastic,0.01,1.0,2.038407613648902,1.019203806824451
1e-06,1e-07,1e-05,1e-07,LennardJones,heteroskedastic,0.02,1.0,1.9635462623428388,0.9817731311714194
1e-06,1e-07,1e-05,1e-07,LennardJones,heteroskedastic,0.05,1.0,2.029228301318073,1.0146141506590365
1e-06,1e-07,1e-05,1e-07,LennardJones,heteroskedastic,0.1,1.0,2.132777254127654,1.066388627063827
1e-06,1e-07,1e-05,1e-07,Shomate,homoskedastic,0.01,1.0,1.6015169112576342,0.8007584556288171
1e-06,1e-07,1e-05,1e-07,Shomate,homoskedastic,0.02,1.0,2.061128256465392,1.030564128232696
1e-06,1e-07,1e-05,1e-07,Shomate,homoskedastic,0.05,1.0,1.764139027787428,0.882069513893714
1e-06,1e-07,1e-05,1e-07,Shomate,homoskedastic,0.1,1.0,2.1595384217394376,1.0797692108697188
1e-06,1e-07,1e-05,1e-07,Shomate,heteroskedastic,0.01,1.0,1.2938290369965515,0.6469145184982757
1e-06,1e-07,1e-05,1e-07,Shomate,heteroskedastic,0.02,1.0,0.8817805128776909,0.44089025643884544
1e-06,1e-07,1e-05,1e-07,Shomate,heteroskedastic,0.05,1.0,0.8864196518910583,0.44320982594552916
1e-06,1e-07,1e-05,1e-07,Shomate,heteroskedastic,0.1,1.0,1.1944719213857034,0.5972359606928517
1e-06,1e-07,1e-05,1e-06,Line,homoskedastic,0.01,1.0,3.125856147404265,1.5629280737021325
1e-06,1e-07,1e-05,1e-06,Line,homoskedastic,0.02,1.0,3.1412194446934,1.5706097223467
1e-06,1e-07,1e-05,1e-06,Line,homoskedastic,0.05,1.0,3.12958727891534,1.56479363945767
1e-06,1e-07,1e-05,1e-06,Line,homoskedastic,0.1,1.0,3.1058806356003084,1.5529403178001542
1e-06,1e-07,1e-05,1e-06,Line,heteroskedastic,0.01,1.0,3.139437520591592,1.569718760295796
1e-06,1e-07,1e-05,1e-06,Line,heteroskedastic,0.02,1.0,3.155396540667157,1.5776982703335785
1e-06,1e-07,1e-05,1e-06,Line,heteroskedastic,0.05,1.0,3.115996740778742,1.557998370389371
1e-06,1e-07,1e-05,1e-06,Line,heteroskedastic,0.1,1.0,3.0650647937032347,1.5325323968516174
1e-06,1e-07,1e-05,1e-06,Polynomial,homoskedastic,0.01,1.0,3.6607216691214073,1.8303608345607036
1e-06,1e-07,1e-05,1e-06,Polynomial,homoskedastic,0.02,1.0,3.460126965807767,1.7300634829038835
1e-06,1e-07,1e-05,1e-06,Polynomial,homoskedastic,0.05,1.0,3.3241394748065423,1.6620697374032711
1e-06,1e-07,1e-05,1e-06,Polynomial,homoskedastic,0.1,1.0,2.5083437514275904,1.2541718757137952
1e-06,1e-07,1e-05,1e-06,Polynomial,heteroskedastic,0.01,1.0,3.547551596636691,1.7737757983183455
1e-06,1e-07,1e-05,1e-06,Polynomial,heteroskedastic,0.02,1.0,3.438214645952231,1.7191073229761156
1e-06,1e-07,1e-05,1e-06,Polynomial,heteroskedastic,0.05,1.0,1.8078752373186153,0.9039376186593077
1e-06,1e-07,1e-05,1e-06,Polynomial,heteroskedastic,0.1,1.0,2.08354185283453,1.041770926417265
1e-06,1e-07,1e-05,1e-06,LennardJones,homoskedastic,0.01,1.0,2.033729029456781,1.0168645147283906
1e-06,1e-07,1e-05,1e-06,LennardJones,homoskedastic,0.02,1.0,2.0512540807160966,1.0256270403580483
1e-06,1e-07,1e-05,1e-06,LennardJones,homoskedastic,0.05,1.0,2.017072671208692,1.008536335604346
1e-06,1e-07,1e-05,1e-06,LennardJones,homoskedastic,0.1,1.0,2.0945373264459284,1.0472686632229642
1e-06,1e-07,1e-05,1e-06,LennardJones,heteroskedastic,0.01,1.0,2.038411009282507,1.0192055046412536
1e-06,1e-07,1e-05,1e-06,LennardJones,heteroskedastic,0.02,1.0,1.9635498011911463,0.9817749005955732
1e-06,1e-07,1e-05,1e-06,LennardJones,heteroskedastic,0.05,1.0,2.0292318196258035,1.0146159098129017
1e-06,1e-07,1e-05,1e-06,LennardJones,heteroskedastic,0.1,1.0,2.132781103960315,1.0663905519801575
1e-06,1e-07,1e-05,1e-06,Shomate,homoskedastic,0.01,1.0,1.6015201122626121,0.8007600561313061
1e-06,1e-07,1e-05,1e-06,Shomate,homoskedastic,0.02,1.0,2.0611307248972746,1.0305653624486373
1e-06,1e-07,1e-05,1e-06,Shomate,homoskedastic,0.05,1.0,1.764144065024389,0.8820720325121945
1e-06,1e-07,1e-05,1e-06,Shomate,homoskedastic,0.1,1.0,2.1595443369664635,1.0797721684832318
1e-06,1e-07,1e-05,1e-06,Shomate,heteroskedastic,0.01,1.0,1.2938336492652025,0.6469168246326013
1e-06,1e-07,1e-05,1e-06,Shomate,heteroskedastic,0.02,1.0,0.8817878423191319,0.44089392115956594
1e-06,1e-07,1e-05,1e-06,Shomate,heteroskedastic,0.05,1.0,0.8864308778891146,0.4432154389445573
1e-06,1e-07,1e-05,1e-06,Shomate,heteroskedastic,0.1,1.0,1.1944804641193727,0.5972402320596863
1e-06,1e-07,1e-05,1e-05,Line,homoskedastic,0.01,1.0,3.1259003879010225,1.5629501939505113
1e-06,1e-07,1e-05,1e-05,Line,homoskedastic,0.02,1.0,3.1412634691072374,1.5706317345536187
1e-06,1e-07,1e-05,1e-05,Line,homoskedastic,0.05,1.0,3.129631472230141,1.5648157361150705
1e-06,1e-07,1e-05,1e-05,Line,homoskedastic,0.1,1.0,3.1059251808015698,1.5529625904007849
1e-06,1e-07,1e-05,1e-05,Line,heteroskedastic,0.01,1.0,3.139481570378506,1.569740785189253
1e-06,1e-07,1e-05,1e-05,Line,heteroskedastic,0.02,1.0,3.1554403719720265,1.5777201859860133
1e-06,1e-07,1e-05,1e-05,Line,heteroskedastic,0.05,1.0,3.1160411496074856,1.5580205748037428
1e-06,1e-07,1e-05,1e-05,Line,heteroskedastic,0.1,1.0,3.0651100342015654,1.5325550171007827
1e-06,1e-07,1e-05,1e-05,Polynomial,homoskedastic,0.01,1.0,3.6607343475945355,1.8303671737972678
1e-06,1e-07,1e-05,1e-05,Polynomial,homoskedastic,0.02,1.0,3.4601406432082835,1.7300703216041418
1e-06,1e-07,1e-05,1e-05,Polynomial,homoskedastic,0.05,1.0,3.324156582087162,1.662078291043581
1e-06,1e-07,1e-05,1e-05,Polynomial,homoskedastic,0.1,1.0,2.50839206786906,1.25419603393453
1e-06,1e-07,1e-05,1e-05,Polynomial,heteroskedastic,0.01,1.0,3.5475649172043404,1.7737824586021702
1e-06,1e-07,1e-05,1e-05,Polynomial,heteroskedastic,0.02,1.0,3.4382293910582695,1.7191146955291348
1e-06,1e-07,1e-05,1e-05,Polynomial,heteroskedastic,0.05,1.0,1.8079093812274456,0.9039546906137228
1e-06,1e-07,1e-05,1e-05,Polynomial,heteroskedastic,0.1,1.0,2.0836632956624315,1.0418316478312157
1e-06,1e-07,1e-05,1e-05,LennardJones,homoskedastic,0.01,1.0,2.0337630334119323,1.0168815167059662
1e-06,1e-07,1e-05,1e-05,LennardJones,homoskedastic,0.02,1.0,2.051287810323939,1.0256439051619695
1e-06,1e-07,1e-05,1e-05,LennardJones,homoskedastic,0.05,1.0,2.0171070625083263,1.0085535312541631
1e-06,1e-07,1e-05,1e-05,LennardJones,homoskedastic,0.1,1.0,2.094570922735805,1.0472854613679026
1e-06,1e-07,1e-05,1e-05,LennardJones,heteroskedastic,0.01,1.0,2.038444965306155,1.0192224826530776
1e-06,1e-07,1e-05,1e-05,LennardJones,heteroskedastic,0.02,1.0,1.9635851893165495,0.9817925946582747
1e-06,1e-07,1e-05,1e-05,LennardJones,heteroskedastic,0.05,1.0,2.029267002325083,1.0146335011625416
1e-06,1e-07,1e-05,1e-05,LennardJones,heteroskedastic,0.1,1.0,2.132819601656508,1.066409800828254
1e-06,1e-07,1e-05,1e-05,Shomate,homoskedastic,0.01,1.0,1.601552121950843,0.8007760609754215
1e-06,1e-07,1e-05,1e-05,Shomate,homoskedastic,0.02,1.0,2.0611554090018736,1.0305777045009368
1e-06,1e-07,1e-05,1e-05,Shomate,homoskedastic,0.05,1.0,1.764194434716093,0.8820972173580465
1e-06,1e-07,1e-05,1e-05,Shomate,homoskedastic,0.1,1.0,2.1596034832411686,1.0798017416205843
1e-06,1e-07,1e-05,1e-05,Shomate,heteroskedastic,0.01,1.0,1.29387977026065,0.646939885130325
1e-06,1e-07,1e-05,1e-05,Shomate,heteroskedastic,0.02,1.0,0.8818611318147209,0.44093056590736046
1e-06,1e-07,1e-05,1e-05,Shomate,heteroskedastic,0.05,1.0,0.8865431255572737,0.44327156277863683
1e-06,1e-07,1e-05,1e-05,Shomate,heteroskedastic,0.1,1.0,1.1945658853328078,0.5972829426664039
1e-06,1e-06,1e-07,1e-07,Line,homoskedastic,0.01,1.0,3.1258827428516223,1.5629413714258111
1e-06,1e-06,1e-07,1e-07,Line,homoskedastic,0.02,1.0,3.1412462128397687,1.5706231064198843
1e-06,1e-06,1e-07,1e-07,Line,homoskedastic,0.05,1.0,3.1296139099820777,1.5648069549910388
1e-06,1e-06,1e-07,1e-07,Line,homoskedastic,0.1,1.0,3.105906988777855,1.5529534943889276
1e-06,1e-06,1e-07,1e-07,Line,heteroskedastic,0.01,1.0,3.1394642657905134,1.5697321328952567
1e-06,1e-06,1e-07,1e-07,Line,heteroskedastic,0.02,1.0,3.1554234632940337,1.5777117316470168
1e-06,1e-06,1e-07,1e-07,Line,heteroskedastic,0.05,1.0,3.116023202261077,1.5580116011305385
1e-06,1e-06,1e-07,1e-07,Line,heteroskedastic,0.1,1.0,3.0650906119547403,1.5325453059773702
1e-06,1e-06,1e-07,1e-07,Polynomial,homoskedastic,0.01,1.0,3.660614610101647,1.8303073050508234
1e-06,1e-06,1e-07,1e-07,Polynomial,homoskedastic,0.02,1.0,3.4600391526775263,1.7300195763387631
1e-06,1e-06,1e-07,1e-07,Polynomial,homoskedastic,0.05,1.0,3.3240310060027016,1.6620155030013508
1e-06,1e-06,1e-07,1e-07,Polynomial,homoskedastic,0.1,1.0,2.508223470517628,1.254111735258814
1e-06,1e-06,1e-07,1e-07,Polynomial,heteroskedastic,0.01,1.0,3.5474067375174503,1.7737033687587251
1e-06,1e-06,1e-07,1e-07,Polynomial,heteroskedastic,0.02,1.0,3.438118047248264,1.719059023624132
